Grid,Loc,Species,BD,Low,Med,High
KL,6_3,willow,19,10,20,70
KL,6_3,willow,7,50,50,
KL,6_3,willow,37,,,100
KL,6_3,willow,17,,10,90
KL,6_3,willow,4,100,,
KL,6_3,willow,4,100,,
KL,6_3,willow,18,,,100
KL,6_3,willow,22,,10,90
KL,6_3,willow,4,100,,
KL,6_3,willow,19,100,,
KL,6_3,willow,16,,,100
KL,6_3,willow,16,50,50,
KL,6_3,willow,19,40,20,40
KL,6_3,willow,16,50,,50
KL,6_3,willow,5,100,,
KL,6_3,willow,15,,,100
KL,6_3,willow,14,,10,90
KL,6_3,willow,34,,,100
KL,6_3,willow,12,,100,
KL,6_3,willow,7,100,,
KL,6_3,willow,4,100,,
KL,6_3,willow,4,100,,
KL,6_3,spruce,6,,,100
KL,6_3,spruce,7,,,100
KL,6_3,spruce,6,,,100
KL,6_4,willow,18,,100,
KL,6_4,willow,21,,,100
KL,6_4,willow,12,,100,
KL,6_4,willow,10,,100,
KL,6_4,willow,13,,,100
KL,6_4,willow,7,100,,
KL,6_4,willow,12,10,80,10
KL,6_4,willow,9,,100,
KL,6_4,willow,7,100,,
KL,6_4,willow,14,,40,60
KL,6_4,willow,13,,100,
KL,6_4,willow,9,,100,
KL,6_4,willow,30,,,100
KL,6_4,willow,7,100,,
KL,6_4,willow,10,10,,90
KL,6_4,willow,9,,100,
KL,6_4,willow,5,100,,
KL,6_4,willow,27,100,,
KL,6_4,willow,9,,100,
KL,6_4,willow,19,,,100
KL,6_4,willow,11,,100,
KL,6_4,willow,7,,100,
KL,6_4,willow,7,,100,
KL,6_4,willow,6,100,,
KL,6_4,willow,5,100,,
KL,6_4,willow,27,,40,60
KL,6_4,willow,22,,20,80
KL,6_4,willow,18,,,100
KL,6_5,willow,31,,10,90
KL,6_5,willow,10,100,,
KL,6_5,willow,10,20,80,
KL,6_5,willow,5,100,,
KL,6_5,willow,7,,,100
KL,6_5,willow,5,,,100
KL,6_5,willow,8,,,100
KL,6_5,willow,5,100,,
KL,6_5,willow,15,,100,
KL,6_5,willow,4,100,,
KL,6_5,willow,4,100,,
KL,6_5,willow,5,100,,
KL,6_5,willow,6,,100,
KL,6_5,willow,27,,,100
KL,6_5,willow,24,,,100
KL,6_5,willow,12,,10,90
KL,6_5,willow,10,,100,
KL,6_5,willow,14,,,100
KL,6_5,willow,19,,90,10
KL,6_5,willow,11,50,50,
KL,6_5,willow,13,,50,50
KL,6_5,willow,17,,,100
KL,6_5,willow,7,100,,
KL,6_5,willow,14,,,100
KL,6_5,willow,26,,,100
KL,6_5,spruce,24,,,100
KL,6_5,spruce,11,,100,
KL,6_5,spruce,10,,100,
KL,6_5,spruce,8,,100,
KL,6_5,spruce,7,,100,
KL,6_5,spruce,7,,50,50
KL,6_5,spruce,6,,,100
KL,6_5,spruce,6,,,100
KL,6_5,spruce,5,,,100
KL,6_5,willow,11,,100,
KL,6_5,willow,30,,,100
KL,6_5,willow,21,,,100
KL,6_5,willow,17,,,100
KL,6_5,willow,11,,20,80
KL,6_5,willow,5,100,,
KL,6_6,spruce,13,,,100
KL,6_6,spruce,8,,100,
KL,6_6,spruce,8,,100,
KL,6_6,spruce,8,,100,
KL,6_6,spruce,5,,100,
KL,6_6,spruce,5,,100,
KL,6_6,spruce,5,,100,
KL,6_6,spruce,5,,100,
KL,6_6,willow,22,20,0,80
KL,6_6,willow,16,,,100
KL,6_6,willow,11,,100,
KL,6_6,willow,16,,,100
KL,6_6,willow,19,,,100
KL,6_6,willow,14,,,100
KL,6_6,willow,22,40,40,20
KL,6_6,spruce,16,,,100
KL,6_6,spruce,16,,,100
KL,6_6,spruce,15,,,100
KL,6_6,spruce,14,,,100
KL,6_6,spruce,18,,,100
KL,6_6,spruce,13,,,100
KL,6_6,willow,22,,10,90
KL,6_6,willow,12,,,100
KL,6_6,willow,21,,10,90
KL,6_6,willow,16,,,100
KL,6_6,willow,22,,,100
KL,6_6,willow,24,,,100
KL,6_6,willow,13,,,100
KL,6_6,willow,34,20,40,40
KL,6_6,willow,20,,100,
KL,6_6,willow,5,100,,
KL,6_6,willow,5,100,,
KL,6_6,willow,5,100,,
KL,6_6,willow,20,,,100
KL,6_6,willow,7,,100,
KL,6_6,willow,5,100,,
KL,6_6,willow,33,,,100
KL,6_6,willow,6,,100,
KL,6_6,willow,16,,,100
KL,6_6,willow,18,,,100
KL,6_6,willow,12,,50,50
KL,6_6,willow,7,100,,
KL,6_6,willow,7,100,,
KL,6_6,willow,7,100,,
KL,6_6,willow,7,100,,
KL,6_6,willow,5,100,,
KL,6_6,willow,5,100,,
KL,6_6,willow,5,100,,
KL,6_6,willow,5,100,,
KL,6_6,willow,19,90,10,
KL,6_6,willow,14,,100,
KL,6_6,willow,14,,20,80
KL,6_9,spruce,5,,,100
KL,6_9,spruce,5,,,100
KL,6_9,spruce,5,,,100
KL,6_9,spruce,5,,,100
KL,6_9,spruce,5,,,100
KL,6_9,spruce,4,,,100
KL,6_9,spruce,4,,,100
KL,6_9,spruce,9,,,100
KL,6_9,willow,21,,10,90
KL,6_9,willow,5,100,,
KL,6_9,willow,19,,20,80
KL,6_9,willow,17,,80,20
KL,6_9,willow,11,10,90,
KL,6_9,spruce,11,,,100
KL,6_9,spruce,9,,,100
KL,6_10,spruce,9,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,5,,,100
KL,6_10,spruce,8,,,100
KL,6_10,spruce,10,,,100
KL,6_10,spruce,10,,,100
KL,6_10,spruce,8,,,100
KL,6_10,spruce,7,,,100
KL,6_10,willow,12,,,100
KL,6_10,willow,18,,,100
KL,6_10,willow,15,,,100
KL,6_10,willow,18,20,10,70
KL,6_10,willow,16,30,30,40
KL,6_10,willow,8,,,100
KL,6_10,willow,11,,100,
KL,6_10,willow,18,10,80,10
KL,6_10,spruce,22,,,100
KL,6_10,willow,15,,100,
KL,6_10,willow,5,100,,
KL,6_10,willow,5,100,,
KL,6_10,spruce,25,,,100
KL,6_10,spruce,16,,,100
KL,6_11,spruce,32,,,100
KL,6_11,spruce,33,,,100
KL,6_11,spruce,35,,,100
KL,6_11,willow,13,,60,40
KL,6_11,willow,17,,20,80
KL,6_11,willow,5,100,,
KL,6_11,willow,17,,60,40
KL,6_11,willow,15,,60,40
KL,6_11,willow,9,100,,
KL,6_11,willow,9,100,,
KL,6_11,willow,9,100,,
KL,6_11,willow,9,100,,
KL,6_11,willow,9,100,,
KL,6_11,willow,9,100,,
KL,6_11,willow,9,100,,
KL,6_11,willow,20,,80,20
KL,6_11,willow,20,,80,20
KL,6_11,willow,15,,,100
KL,6_11,willow,6,100,,
KL,6_11,willow,21,100,,
KL,6_11,willow,8,,100,
KL,6_11,willow,19,,50,50
KL,6_11,spruce,9,100,,
KL,6_11,spruce,9,100,,
KL,6_11,spruce,9,100,,
KL,6_11,spruce,9,100,,
KL,6_11,spruce,9,,100,
KL,6_11,spruce,9,,100,
KL,6_11,spruce,9,,100,
KL,6_11,spruce,9,,100,
KL,6_11,spruce,9,,100,
KL,6_11,spruce,10,,,100
KL,6_11,spruce,10,,,100
KL,6_11,spruce,10,,,100
KL,6_11,spruce,10,,,100
KL,6_11,spruce,10,,,100
KL,6_11,spruce,10,,,100
KL,6_11,spruce,8,,,100
KL,6_11,spruce,8,,,100
KL,6_11,spruce,8,,,100
KL,6_11,spruce,8,,,100
KL,6_11,spruce,8,,,100
KL,6_11,spruce,10,,,100
KL,6_12,spruce,8,,,100
KL,6_12,spruce,8,,,100
KL,6_12,spruce,8,,,100
KL,6_12,spruce,8,,,100
KL,6_12,spruce,6,,,100
KL,6_12,spruce,6,,,100
KL,6_12,spruce,5,,100,
KL,6_12,spruce,5,,100,
KL,6_12,spruce,4,100,,
KL,6_12,willow,16,,100,
KL,6_12,willow,15,,50,50
KL,6_12,willow,6,,100,
KL,6_12,willow,16,,30,70
KL,6_12,willow,9,,100,
KL,6_12,willow,17,,30,70
KL,6_12,willow,6,50,50,
KL,6_12,willow,8,100,,
KL,6_12,willow,6,100,,
KL,6_12,willow,6,100,,
KL,6_12,spruce,38,,100,
KL,6_12,spruce,70,,,100
KL,6_12,spruce,52,,,100
KL,6_12,spruce,52,,,100
KL,6_12,spruce,58,,,100
KL,6_12,spruce,51,,,100
KL,6_12,spruce,21,,,100
KL,6_12,spruce,21,,,100
KL,6_12,spruce,24,,,100
KL,0_12,spruce,14,100,,
KL,0_12,spruce,12,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,100,,
KL,0_12,spruce,10,,100,
KL,0_12,spruce,21,,100,
KL,0_12,spruce,14,,100,
KL,0_12,spruce,9,,100,
KL,0_12,spruce,12,,,100
KL,0_12,spruce,14,,,100
KL,0_12,spruce,10,,,100
KL,0_12,spruce,8,,,100
KL,0_12,spruce,8,,,100
KL,0_12,spruce,8,,,100
KL,0_12,spruce,8,,,100
KL,0_12,spruce,8,,,100
KL,0_12,spruce,7,,,100
KL,0_12,willow,19,10,90,
KL,0_12,spruce,24,,,100
KL,0_12,spruce,27,,,100
KL,0_12,willow,7,100,,
KL,0_11,willow,11,100,,
KL,0_11,spruce,16,100,,
KL,0_11,spruce,14,100,,
KL,0_11,spruce,15,,100,
KL,0_11,spruce,10,,100,
KL,0_11,spruce,10,,100,
KL,0_11,spruce,10,,100,
KL,0_11,spruce,16,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,6,,100,
KL,0_11,spruce,6,,100,
KL,0_11,spruce,9,,100,
KL,0_11,spruce,5,,100,
KL,0_11,spruce,13,,100,
KL,0_11,spruce,12,,100,
KL,0_11,spruce,15,,100,
KL,0_11,spruce,15,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,8,,100,
KL,0_11,spruce,13,,100,
KL,0_11,spruce,11,,100,
KL,0_11,spruce,9,,100,
KL,0_11,spruce,15,,100,
KL,0_11,spruce,16,,100,
KL,0_11,spruce,13,,100,
KL,0_11,willow,4,100,,
KL,0_11,willow,5,100,,
KL,0_11,willow,6,100,,
KL,0_11,willow,23,,10,90
KL,0_11,willow,9,100,,
KL,0_11,willow,9,,100,
KL,0_10,willow,23,,40,60
KL,0_10,willow,9,,100,
KL,0_10,willow,15,,50,50
KL,0_10,willow,6,100,,
KL,0_10,willow,15,,,100
KL,0_10,willow,14,,,100
KL,0_10,willow,22,,,100
KL,0_10,spruce,8,100,,
KL,0_10,spruce,8,100,,
KL,0_10,spruce,6,100,,
KL,0_10,spruce,6,100,,
KL,0_10,spruce,10,,100,
KL,0_10,spruce,8,,100,
KL,0_10,spruce,8,,100,
KL,0_10,spruce,8,,100,
KL,0_10,spruce,8,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,10,,,100
KL,0_10,spruce,10,,,100
KL,0_10,spruce,10,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,9,100,,
KL,0_10,spruce,7,100,,
KL,0_10,spruce,7,100,,
KL,0_10,spruce,6,100,,
KL,0_10,spruce,6,100,,
KL,0_10,spruce,5,100,,
KL,0_10,spruce,5,,100,
KL,0_10,spruce,5,,100,
KL,0_10,spruce,5,,100,
KL,0_10,spruce,5,,100,
KL,0_10,spruce,11,,100,
KL,0_10,spruce,11,,100,
KL,0_10,spruce,8,,100,
KL,0_10,spruce,10,,,100
KL,0_10,spruce,10,,,100
KL,0_10,spruce,10,,,100
KL,0_10,spruce,11,,,100
KL,0_10,spruce,11,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,9,,,100
KL,0_10,spruce,9,,,100
KL,0_10,spruce,7,,,100
KL,0_10,spruce,13,,,100
KL,0_10,spruce,11,100,,
KL,0_10,spruce,15,100,,
KL,0_10,spruce,6,100,,
KL,0_10,spruce,6,100,,
KL,0_10,spruce,6,100,,
KL,0_10,spruce,5,100,,
KL,0_10,spruce,5,100,,
KL,0_10,spruce,7,100,,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,7,,100,
KL,0_10,spruce,7,,100,
KL,0_10,spruce,7,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,6,,100,
KL,0_10,spruce,5,,100,
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,5,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,6,,,100
KL,0_10,spruce,8,,,100
KL,0_10,spruce,7,,,100
KL,0_10,spruce,7,,,100
KL,0_10,spruce,7,,,100
KL,0_10,spruce,7,,,100
KL,0_10,spruce,7,,,100
KL,0_10,spruce,7,,,100
KL,0_10,spruce,7,,,100
KL,0_10,spruce,7,,,100
KL,0_10,willow,14,,100,
KL,0_10,willow,24,,,100
KL,0_10,willow,9,100,,
KL,0_10,willow,5,100,,
KL,0_10,willow,7,100,,
KL,0_10,willow,8,,100,
KL,0_10,willow,8,,100,
KL,0_9,willow,9,,100,
KL,0_9,willow,32,,10,90
KL,0_9,willow,15,,,100
KL,0_9,willow,10,,100,
KL,0_9,willow,10,,100,
KL,0_9,willow,22,,10,90
KL,0_9,willow,10,,,100
KL,0_9,willow,25,,10,90
KL,0_9,spruce,31,,,100
KL,0_9,spruce,38,,,100
KL,0_9,willow,19,,,100
KL,0_9,willow,15,,,100
KL,0_9,willow,8,100,,
KL,0_9,willow,7,100,,
KL,0_9,willow,10,100,,
KL,0_9,willow,5,100,,
KL,0_9,willow,14,100,,
KL,0_9,willow,13,100,,
KL,0_9,willow,16,100,,
KL,0_9,willow,12,10,90,
KL,0_9,willow,7,100,,
KL,0_9,willow,11,50,50,
KL,0_9,willow,15,10,90,
KL,0_9,willow,6,50,50,
KL,0_9,willow,9,30,70,
KL,0_9,willow,8,30,70,
KL,0_8,spruce,30,,,100
KL,0_8,spruce,35,,,100
KL,0_8,spruce,40,,,100
KL,0_8,spruce,27,,,100
KL,0_8,spruce,27,,,100
KL,0_8,spruce,28,,,100
KL,0_8,willow,24,,,100
KL,0_8,willow,18,50,50,
KL,0_8,willow,7,50,50,
KL,0_8,spruce,34,,100,
KL,0_8,spruce,29,,,100
KL,0_8,spruce,26,,,100
KL,0_8,spruce,35,,,100
KL,0_7,spruce,34,,100,
KL,0_7,spruce,29,,,100
KL,0_7,spruce,26,,,100
KL,0_7,spruce,35,,,100
KL,0_6,spruce,17,,,100
KL,0_6,willow,5,100,,
KL,0_6,willow,5,100,,
KL,0_5,spruce,6,,100,
KL,0_5,spruce,7,,,100
KL,0_5,spruce,10,,,100
KL,0_5,spruce,11,,,100
KL,0_5,spruce,9,,,100
KL,0_5,willow,10,20,80,
KL,0_5,willow,5,100,,
KL,0_5,willow,5,100,,
KL,0_5,willow,16,50,50,
KL,0_5,willow,17,,,100
KL,0_4,spruce,19,,,100
KL,0_4,spruce,15,,,100
KL,0_4,willow,5,100,,
KL,0_4,willow,25,,20,80
KL,0_4,willow,17,,,100
KL,0_4,willow,14,10,20,70
KL,0_4,willow,29,,,100
KL,0_4,willow,7,,100,
KL,0_4,willow,18,,100,
KL,0_4,willow,26,,10,90
KL,0_4,willow,7,100,,
KL,0_4,willow,30,,30,70
KL,0_4,spruce,20,,,100
KL,0_4,spruce,22,,,100
KL,0_4,spruce,22,,,100
KL,0_4,spruce,24,,,100
KL,0_4,spruce,19,,100,
KL,0_4,spruce,21,,,100
KL,0_3,willow,7,100,,
KL,0_3,willow,25,100,,
KL,0_3,willow,9,50,50,
KL,0_3,willow,28,,20,80
KL,0_3,willow,30,,,100
KL,0_3,willow,5,100,,
KL,0_3,willow,5,100,,
KL,0_3,willow,5,100,,
KL,0_3,willow,5,100,,
KL,0_3,willow,5,,100,
KL,0_2,willow,19,,10,90
KL,0_2,willow,6,50,50,
KL,0_2,willow,6,50,50,
KL,0_2,willow,11,50,50,
KL,0_2,willow,8,,100,
KL,0_2,willow,9,,100,
KL,0_2,willow,50,,20,80
KL,0_2,willow,10,,100,
KL,0_2,spruce,14,,,100
KL,0_2,spruce,10,,,100
KL,0_2,spruce,11,,,100
KL,0_2,spruce,9,,,100
KL,0_2,spruce,16,,,100
KL,0_2,spruce,14,,,100
KL,0_2,spruce,14,,,100
KL,0_2,spruce,13,,,100
KL,0_2,spruce,9,,,100
KL,0_2,spruce,12,,,100
KL,0_2,spruce,5,,,100
KL,0_2,spruce,5,,,100
KL,0_2,spruce,7,,,100
KL,0_2,spruce,9,,,100
KL,0_2,spruce,10,,100,
KL,0_2,spruce,9,,100,
KL,0_2,spruce,7,,100,
KL,0_2,spruce,7,100,,
KL,0_2,willow,54,,60,40
KL,0_2,willow,13,100,,
KL,0_2,willow,5,100,,
KL,0_2,willow,5,100,,
KL,0_2,willow,7,100,,
KL,0_2,willow,28,,10,90
KL,0_2,willow,7,100,,
KL,0_2,willow,7,100,,
KL,0_2,willow,49,,,100
KL,0_2,willow,31,,100,
KL,0_2,willow,49,,20,80
KL,F_0,willow,25,30,50,20
KL,F_0,willow,18,20,80,
KL,F_0,willow,5,100,,
KL,F_0,willow,5,100,,
KL,F_0,willow,5,100,,
KL,F_0,willow,5,100,,
KL,F_0,willow,5,100,,
KL,F_0,willow,22,,100,
KL,F_1,willow,4,100,,
KL,F_1,spruce,28,,50,50
KL,F_1,spruce,16,,,100
KL,F_1,willow,6,50,50,
KL,F_1,willow,8,,100,
KL,F_1,willow,12,,100,
KL,F_1,willow,19,,40,60
KL,F_1,willow,18,,20,80
KL,F_1,willow,10,,100,
KL,F_1,willow,19,20,80,
KL,F_1,willow,9,,100,
KL,F_1,willow,7,100,,
KL,F_1,willow,5,100,,
KL,F_1,willow,7,50,50,
KL,F_1,willow,10,100,,
KL,F_1,willow,6,10,90,
KL,F_1,willow,7,,100,
KL,F_1,willow,12,,100,
KL,F_1,willow,5,100,,
KL,F_1,willow,5,100,,
KL,F_1,willow,11,,100,
KL,F_1,willow,11,,100,
KL,F_1,willow,10,,100,
KL,F_1,willow,6,,100,
KL,F_1,willow,5,100,,
KL,F_1,willow,5,100,,
KL,F_1,willow,5,100,,
KL,F_1,willow,5,100,,
KL,F_1,willow,5,100,,
KL,F_1,willow,5,100,,
KL,F_1,willow,5,100,,
KL,F_1,willow,5,,100,
KL,F_1,willow,7,100,,
KL,F_1,willow,6,100,,
KL,F_2,willow,12,,100,
KL,F_2,willow,19,,100,
KL,F_2,willow,8,50,50,
KL,F_2,willow,8,100,,
KL,F_2,willow,7,100,,
KL,F_2,willow,8,50,50,
KL,F_2,willow,6,100,,
KL,F_2,willow,9,,100,
KL,F_2,willow,9,50,50,
KL,F_2,willow,5,100,,
KL,F_2,willow,5,100,,
KL,F_2,willow,7,,100,
KL,F_2,willow,6,,100,
KL,F_2,willow,8,,50,50
KL,F_2,willow,11,,100,
KL,F_2,willow,18,,,100
KL,F_2,willow,6,100,,
KL,F_2,willow,6,100,,
KL,F_2,willow,5,100,,
KL,F_2,willow,12,100,,
KL,F_2,willow,6,100,,
KL,F_3,willow,11,,100,
KL,F_3,willow,7,50,50,
KL,F_3,willow,15,,,100
KL,F_3,willow,5,100,,
KL,F_3,willow,27,,,100
KL,F_3,willow,14,,,100
KL,F_3,willow,10,,100,
KL,F_3,willow,10,,100,
KL,F_3,willow,6,50,50,
KL,F_3,willow,13,,50,50
KL,F_3,willow,15,,100,
KL,F_3,willow,5,100,,
KL,F_3,willow,7,,100,
KL,F_3,willow,23,,100,
KL,F_3,willow,7,100,,
KL,F_3,willow,16,,100,
KL,F_3,willow,6,,100,
KL,F_3,willow,13,50,50,
KL,F_3,willow,25,,10,90
KL,F_3,willow,27,,100,
KL,F_3,willow,13,,,100
KL,F_3,willow,5,,100,
KL,F_3,willow,5,,100,
KL,F_3,willow,5,,100,
KL,F_3,willow,5,,100,
KL,F_3,willow,5,,100,
KL,F_3,willow,9,,100,
KL,F_3,willow,8,,100,
KL,F_3,willow,10,,100,
KL,F_3,willow,13,,100,
KL,F_3,willow,4,100,,
KL,F_3,willow,4,100,,
KL,F_3,willow,4,100,,
KL,F_3,willow,5,100,,
KL,F_3,willow,11,,100,
KL,F_4,willow,5,100,,
KL,F_4,willow,7,,100,
KL,F_4,willow,8,,100,
KL,F_4,willow,10,50,50,
KL,F_4,willow,7,100,,
KL,F_4,willow,15,,100,
KL,F_4,willow,10,,100,
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,10,10,90,
KL,F_4,willow,7,,100,
KL,F_4,willow,8,,100,
KL,F_4,willow,9,,100,
KL,F_4,willow,11,,100,
KL,F_4,willow,8,,100,
KL,F_4,willow,6,50,50,
KL,F_4,willow,15,,100,
KL,F_4,spruce,34,,,100
KL,F_4,spruce,60,,,100
KL,F_4,spruce,26,,100,
KL,F_4,spruce,52,,,100
KL,F_4,willow,32,,,100
KL,F_4,willow,19,,,100
KL,F_4,willow,17,,,100
KL,F_4,willow,15,,100,
KL,F_4,willow,18,,60,40
KL,F_4,willow,12,,,100
KL,F_4,willow,10,100,,
KL,F_4,willow,24,,50,50
KL,F_4,willow,8,,100,
KL,F_4,willow,5,100,,
KL,F_4,willow,15,,50,50
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,27,,10,90
KL,F_4,willow,22,,10,90
KL,F_4,spruce,9,100,,
KL,F_4,spruce,9,100,,
KL,F_4,spruce,9,100,,
KL,F_4,spruce,9,100,,
KL,F_4,spruce,5,100,,
KL,F_4,spruce,8,,100,
KL,F_4,spruce,7,,100,
KL,F_4,spruce,7,,100,
KL,F_4,spruce,7,,100,
KL,F_4,spruce,7,,100,
KL,F_4,spruce,6,,100,
KL,F_4,spruce,11,,100,
KL,F_4,spruce,12,,100,
KL,F_4,spruce,10,,100,
KL,F_4,spruce,10,,100,
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,5,,,100
KL,F_4,spruce,11,,,100
KL,F_4,spruce,11,,,100
KL,F_4,spruce,11,,,100
KL,F_4,spruce,7,,,100
KL,F_4,spruce,7,,,100
KL,F_4,spruce,8,,,100
KL,F_4,spruce,13,,,100
KL,F_4,spruce,13,,,100
KL,F_4,spruce,10,,,100
KL,F_4,spruce,16,,,100
KL,F_4,spruce,9,,,100
KL,F_4,willow,4,100,,
KL,F_4,willow,4,100,,
KL,F_4,willow,4,100,,
KL,F_4,willow,6,100,,
KL,F_4,willow,14,40,60,
KL,F_4,willow,11,,100,
KL,F_4,willow,15,,50,50
KL,F_4,willow,11,,100,
KL,F_4,willow,13,,20,80
KL,F_4,spruce,17,100,,
KL,F_4,spruce,22,,100,
KL,F_4,spruce,13,,100,
KL,F_4,spruce,12,,100,
KL,F_4,spruce,14,,100,
KL,F_4,spruce,21,,100,
KL,F_4,spruce,15,,100,
KL,F_4,spruce,20,,100,
KL,F_4,spruce,16,,100,
KL,F_4,spruce,11,,,100
KL,F_4,spruce,12,,,100
KL,F_4,spruce,25,,,100
KL,F_4,spruce,26,,,100
KL,F_4,spruce,27,,,100
KL,F_4,spruce,12,,,100
KL,F_4,spruce,25,,,100
KL,F_4,willow,13,,,100
KL,F_4,willow,15,,,100
KL,F_4,willow,16,,,100
KL,F_4,willow,20,,,100
KL,F_4,willow,9,,100,
KL,F_4,willow,10,,50,50
KL,F_4,willow,8,,100,
KL,F_4,willow,18,,,100
KL,F_4,willow,11,,,100
KL,F_4,willow,20,,,100
KL,F_4,willow,12,,,100
KL,F_4,willow,14,,,100
KL,F_4,willow,13,,10,90
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,14,,100,
KL,F_4,willow,4,100,,
KL,F_4,willow,4,100,,
KL,F_4,willow,4,100,,
KL,F_4,willow,14,,100,
KL,F_4,willow,5,100,,
KL,F_4,willow,4,100,,
KL,F_4,willow,17,,,100
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,5,100,,
KL,F_4,willow,7,100,,
KL,F_5,spruce,40,,,100
KL,F_5,spruce,30,,,100
KL,F_5,willow,4,100,,
KL,F_5,willow,14,,,100
KL,F_5,willow,15,,,100
KL,F_5,willow,17,,30,70
KL,F_5,willow,4,100,,
KL,F_5,willow,7,,100,
KL,F_5,willow,7,50,50,
KL,F_5,willow,18,20,20,60
KL,F_5,willow,8,,100,
KL,F_5,willow,5,50,50,
KL,F_5,willow,9,,10,90
KL,F_5,willow,18,,,100
KL,F_5,willow,17,,,100
KL,F_5,willow,5,100,,
KL,F_5,willow,7,,100,
KL,F_5,willow,12,,90,10
KL,F_5,willow,13,,100,
KL,F_5,willow,4,100,,
KL,F_5,willow,4,100,,
KL,F_5,willow,4,100,,
KL,F_5,willow,4,100,,
KL,F_6,willow,8,,100,
KL,F_6,willow,21,,20,80
KL,F_6,willow,10,40,40,20
KL,F_6,willow,6,,100,
KL,F_6,willow,7,100,,
KL,F_6,willow,5,100,,
KL,F_6,willow,19,,50,50
KL,F_6,willow,27,,10,90
KL,F_6,willow,13,,100,
KL,F_6,willow,20,,30,70
KL,F_6,willow,21,,,100
KL,F_6,willow,15,,,100
KL,F_6,willow,12,,50,50
KL,F_6,willow,20,,60,40
KL,F_6,willow,19,,50,50
KL,F_6,willow,21,,,100
KL,F_6,willow,11,,,100
KL,F_6,willow,28,,,100
KL,F_6,willow,29,,,100
KL,F_6,willow,23,,,100
KL,F_6,willow,90,,90,10
KL,F_6,spruce,27,,,100
